rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7209,10812541,K07375.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,4.84847245,1.69E-05,-1.69E-05,0,,,0.191,0.277,-0.191,0.874,0.125,-0.125,554.7,6.74E+01,-6.74E+01,0.021308,2.21E-03,-1.48E-03,61.88007,24.67525,-60.62688,1.51,0.07,-1.40E-01,0.0484,,,89.74,,,667,,,42.5,17,-17,4137,136,-148,4.625,0.053,-0.018,0.647,0.031,-0.058,297.30438,48.195271,14.849
7210,10815677,K07376.01,,CANDIDATE,CANDIDATE,0.756,0,0,0,0,1.284241817,6.54E-06,-6.54E-06,0,,,0.029,0.426,-0.029,1.965,0.127,-0.127,166.5,1.53E+01,-1.53E+01,0.011768,8.96E-04,-4.05E-04,1.50621,0.50667,-0.62855,1.18,0.34,-1.10E-01,0.0232,,,89.68,,,1623,,,5.08,1.7,-1.7,5849,157,-192,4.517,0.046,-0.184,0.919,0.26,-0.087,298.17337,48.173611,15.674
7211,10816107,K07377.01,,FALSE POSITIVE,FALSE POSITIVE,0.008,0,1,0,0,2.161583501,1.10E-06,-1.10E-06,0,,,0.715,0.011,-0.006,4.0537,0.0283,-0.0283,50163,2.97E+02,-2.97E+02,0.22245,1.19E-03,-1.30E-03,0.28774,0.00407,-0.01427,29.61,9.62,-9.62E+00,0.0303,,,80.06,,,1646,,,4.1422,0.0586,-0.0586,5888,177,-159,4.167,0.364,-0.196,1.219,0.396,-0.396,298.29193,48.194691,13.945
7212,10843431,K07378.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,8.7396758,3.09E-04,-3.09E-04,0,,,0.957,0.001,-0.68,3.866,0.266,-0.266,1431,1.07E+02,-1.07E+02,0.047917,1.10E-03,-1.56E-02,0.10144,3.31558,-0.02446,3.29,0.26,-3.00E-01,0.0713,,,82.59,,,577,,,7.43,3.7,-3.7,4406,154,-170,4.643,0.044,-0.032,0.628,0.051,-0.056,282.37042,48.259289,16.324
7213,10843431,K07378.02,,CANDIDATE,CANDIDATE,0.529,0,0,0,0,56.391062,4.84E-03,-4.84E-03,0,,,0.92,0.026,-0.671,5.7,0.335,-0.335,2042,2.01E+02,-2.01E+02,0.052224,9.74E-03,-1.25E-02,0.34289,5.04974,-0.0771,3.58,0.29,-3.20E-01,0.2472,,,88.64,,,310,,,38.6,19,-19,4406,154,-170,4.643,0.044,-0.032,0.628,0.051,-0.056,282.37042,48.259289,16.324
7214,10847907,K07379.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.535493486,4.23E-06,-4.23E-06,0,,,0.566,0.446,-0.411,2.57,1.2,-1.2,54,2.20E+02,-2.20E+02,0.00696,1.28E-02,-4.19E-03,0.23474,388.01398,-0.23415,1.42,0.4,-5.00E-01,0.0144,,,68.26,,,3181,,,1.527,0.763,-0.763,6328,177,-243,4.035,0.276,-0.161,1.864,0.536,-0.655,285.25192,48.286209,13.39
7215,10849244,K07381.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,24.26168383,9.58E-07,-9.58E-07,0,,,0.814,0.007,-0.008,7.1617,0.00128,-0.00128,192283,2.30E+01,-2.30E+01,0.544813,3.95E-03,-5.61E-03,1.2633,0.00027,-0.0079,58.48,12.91,-6.48E+00,0.1667,,,88.63,,,659,,,34.00141,0.00727,-0.00727,6151,146,-200,4.473,0.05,-0.15,0.983,0.217,-0.109,285.97827,48.225491,12.325
7216,10857589,K07382.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,32.5325215,7.70E-06,-7.70E-06,0,,,0.237,0.011,-0.005,13.3991,0.0136,-0.0136,83468.4,6.31E+01,-6.31E+01,0.266068,1.96E-04,-1.65E-04,0.21976,0.00073,-0.00209,24.35,6.59,-2.07E+00,0.1945,,,89.41,,,535,,,23.0803,0.0767,-0.0767,5845,145,-174,4.558,0.044,-0.176,0.838,0.227,-0.071,290.13074,48.289848,15.354
7217,10867017,K07384.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.876941133,5.65E-06,-5.65E-06,0,,,0.386,0.071,-0.386,1.296,0.198,-0.198,73.5,7.40E+00,-7.40E+00,0.007986,1.20E-04,-8.89E-04,2.82494,18.19038,-1.30174,0.85,0.25,-8.00E-02,0.0183,,,85.45,,,1938,,,4.86,2.4,-2.4,6018,168,-210,4.485,0.05,-0.2,0.975,0.285,-0.095,294.21442,48.258179,14.978
7218,10909274,K07385.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,39.23814157,7.22E-06,-7.22E-06,0,,,0.459,0.009,-0.007,6.07183,0.00884,-0.00884,439208,5.12E+02,-5.12E+02,0.674816,3.50E-03,-3.82E-03,6.17905,0.01617,-0.05819,90.93,20.86,-1.04E+01,0.2432,,,89.67,,,656,,,79.523,0.208,-0.208,6599,147,-213,4.35,0.06,-0.14,1.234,0.283,-0.141,285.97623,48.320782,12.153
7219,10920813,K07386.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,53.7406575,2.02E-05,-2.02E-05,0,,,0.386,0.001,-0.002,47.2475,0.0225,-0.0225,116722,4.07E+01,-4.07E+01,0.316079,9.90E-05,-1.08E-04,0.00863,0.00002,-0.00002,25.44,3.62,-2.42E+00,0.2531,,,87.98,,,398,,,10.9628,0.0254,-0.0254,5288,202,-184,4.577,0.056,-0.077,0.737,0.105,-0.07,292.21005,48.315643,13.756
7220,10923260,K07387.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.436016459,1.24E-06,-1.24E-06,0,,,0.433,0.017,-0.017,4.16284,0.00842,-0.00842,106527,1.84E+02,-1.84E+02,0.308055,7.89E-04,-1.53E-04,1.64149,0.03614,-0.04834,31.39,9.78,-3.27E+00,0.0748,,,88.53,,,968,,,16.866,0.371,-0.371,6214,153,-219,4.501,0.054,-0.216,0.933,0.291,-0.097,293.34525,48.382301,14.546
7221,10924400,K07388.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.750737313,4.81E-06,-4.81E-06,0,,,0.463,0.016,-0.447,1.712,0.171,-0.171,38.8,3.90E+00,-3.90E+00,0.005752,2.69E-04,-4.88E-04,0.97291,0.85989,-0.40029,0.48,0.04,-2.00E-02,0.0153,,,81.33,,,1603,,,3.07,1.4,-1.4,5151,72,-92,4.602,0.01,-0.07,0.761,0.066,-0.024,293.82587,48.34436,12.306
7222,10936427,K07390.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,14.36102158,1.96E-06,-1.96E-06,0,,,0.003,0,-0.003,13.2895,0.00588,-0.00588,459877,2.12E+02,-2.12E+02,0.629284,4.97E-04,-2.24E-04,0.22484,0.0003,-0.00034,45.9,4.4,-3.91E+00,0.1007,,,89.99,,,594,,,13.4833,0.018,-0.018,5229,156,-140,4.607,0.072,-0.048,0.668,0.064,-0.057,298.34381,48.335892,14.419
7223,10937609,K07391.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.570431263,4.97E-07,-4.97E-07,0,,,1.054,0.027,-0.03,5.49699,0.00895,-0.00895,76826,1.06E+02,-1.06E+02,0.473278,2.04E-02,-2.44E-02,0.16642,0.00133,-0.00391,50.18,15.77,-5.27E+00,0.037,,,74.22,,,1411,,,3.8736,0.031,-0.031,6244,169,-188,4.473,0.054,-0.216,0.971,0.305,-0.102,298.74158,48.326962,13.43
7224,10965963,K07392.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.64024496,3.83E-07,-3.83E-07,0,,,0.756,0.01,-0.011,6.03491,0.00213,-0.00213,224329,5.60E+01,-5.60E+01,0.560736,5.05E-03,-7.68E-03,0.65748,0.00025,-0.00561,74.4,21.73,-1.45E+01,0.0705,,,86.24,,,1114,,,11.52916,0.00438,-0.00438,6085,171,-193,4.293,0.153,-0.187,1.215,0.355,-0.236,286.61066,48.479729,13.881
7225,10979716,K07394.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.6840477,2.77E-06,-2.77E-06,0,,,1.012,0.098,-0.057,3.515,0.0114,-0.0114,81901,2.28E+02,-2.28E+02,0.462694,7.41E-02,-4.81E-02,2.45623,0.06607,-0.08708,26.43,1.97,-1.98E+00,0.0779,,,87.64,,,444,,,24.564,0.661,-0.661,3887,77,-93,4.743,0.031,-0.038,0.523,0.039,-0.039,293.79077,48.401421,15.774
7226,10982373,K07395.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,2.00280845,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.90292,48.477211,11.696
7227,10987439,K07396.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.67459836,7.38E-07,-7.38E-07,0,,,1.255,0.054,-0.066,3.82706,0.00177,-0.00177,16676,5.80E+00,-5.80E+00,0.42291,4.47E-02,-6.48E-02,0.49021,0.00178,-0.01381,68.58,12.75,-8.50E+00,0.1039,,,84.98,,,1083,,,14.3464,0.0521,-0.0521,6496,77,-83,4.212,0.095,-0.116,1.485,0.276,-0.184,296.82587,48.443378,10.81
7228,10989032,K07397.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,2.305097141,1.07E-06,-1.07E-06,0,,,1.286,6.59,-0.14,1.9378,0.0209,-0.0209,5880,5.03E+01,-5.03E+01,0.375137,6.47E+00,-1.29E-01,0.34953,6.98663,-0.04024,89.22,25.07,-2.26E+01,0.0438,,,73.81,,,2753,,,4.61,2.3,-2.3,8851,246,-422,4.085,0.155,-0.155,2.178,0.612,-0.551,297.39349,48.410751,13.866
7229,10991989,K07398.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.974477904,9.60E-08,-9.60E-08,0,,,1.252,0.051,-0.059,2.69834,0.0035,-0.0035,8846.9,7.00E+00,-7.00E+00,0.377415,4.90E-02,-5.20E-02,0.17041,0.00767,-0.01146,618.37,118.8,-4.75E+02,0.0293,,,52.24,,,5205,,,2.0452,0.0921,-0.0921,5210,136,-250,2.631,0.824,-0.145,15.004,2.882,-11.529,298.52713,48.418591,10.282
7230,10992733,K07399.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,18.52591745,1.36E-06,-1.36E-06,0,,,0.415,0.005,-0.006,5.9056,0.0031,-0.0031,455661,1.86E+02,-1.86E+02,0.665088,1.77E-03,-3.10E-03,3.18436,0.02313,-0.01801,64.42,15.47,-5.52E+00,0.1361,,,89.38,,,618,,,38.658,0.281,-0.281,5492,180,-164,4.533,0.044,-0.176,0.887,0.213,-0.076,298.80557,48.471989,15.124
7231,11019739,K07400.01,,CANDIDATE,CANDIDATE,0.943,0,0,0,0,4.15736472,3.94E-05,-3.94E-05,0,,,0.226,0.238,-0.226,2.217,0.207,-0.207,200.7,2.14E+01,-2.14E+01,0.012759,8.25E-04,-8.74E-04,3.10422,0.72173,-1.75758,1.09,0.14,-1.00E-01,0.0471,,,89.09,,,931,,,14.16,3.3,-3.3,5183,154,-154,4.558,0.045,-0.078,0.782,0.098,-0.072,286.40033,48.521961,15.517
7232,11027722,K07402.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.678137665,1.47E-07,-1.47E-07,0,,,1.263,1.109,-0.162,1.00718,0.00672,-0.00672,885,2.80E+00,-2.80E+00,0.295257,1.12E+00,-1.56E-01,0.30356,0.69,-0.06695,30.37,7.8,-3.35E+00,0.0146,,,49.55,,,2274,,,1.947,0.885,-0.885,6429,173,-211,4.449,0.081,-0.175,0.942,0.242,-0.104,290.90582,48.531811,14.291
7233,11029877,K07403.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.069415479,2.95E-07,-2.95E-07,0,,,1.241,0.069,-0.068,5.71941,0.00613,-0.00613,16188.3,1.62E+01,-1.62E+01,0.406208,7.14E-02,-5.06E-02,0.04981,0.00335,-0.0029,55.45,8.78,-2.93E+00,0.0343,,,56.39,,,1768,,,2.242,0.151,-0.151,6640,69,-89,4.343,0.028,-0.105,1.25,0.198,-0.066,291.95267,48.568878,13.681
7234,11068630,K07404.01,,CANDIDATE,CANDIDATE,0.91,0,0,0,0,1.817079849,7.32E-06,-7.32E-06,0,,,0.276,0.189,-0.276,0.889,0.136,-0.136,204.6,2.52E+01,-2.52E+01,0.013225,7.88E-04,-1.27E-03,20.28431,3.10386,-20.16276,1.39,0.45,-1.40E-01,0.0299,,,88.96,,,1454,,,15.24,2.3,-2.3,5808,162,-223,4.503,0.039,-0.221,0.963,0.309,-0.096,282.55869,48.63097,15.591
7235,11071207,K07405.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,8.04963472,2.67E-07,-2.67E-07,0,,,0.671,0.004,-0.004,6.00488,0.00077,-0.00077,279647,2.70E+01,-2.70E+01,0.591862,1.80E-03,-2.76E-03,0.95061,0.00389,-0.0043,95.98,26.5,-2.17E+01,0.0834,,,87.41,,,1247,,,14.8217,0.0607,-0.0607,6698,169,-220,4.171,0.185,-0.185,1.485,0.41,-0.336,284.41779,48.680908,13.831
7236,11073223,K07406.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,11.57894687,6.18E-07,-6.18E-07,0,,,0.441,0.003,-0.004,4.6373,0.00181,-0.00181,299739,1.89E+02,-1.89E+02,0.526691,2.98E-04,-4.67E-04,3.06419,0.00268,-0.02464,58.32,16.1,-1.08E+01,0.0949,,,89.1,,,869,,,27.8997,0.0244,-0.0244,6028,163,-181,4.355,0.158,-0.193,1.014,0.28,-0.187,285.71439,48.601822,15.003
7237,11076279,K07407.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.47258471,4.23E-07,-4.23E-07,0,,,0.75,0.022,-0.021,4.76885,0.00858,-0.00858,224011,3.27E+02,-3.27E+02,0.557638,1.23E-02,-1.39E-02,0.34369,0.00239,-0.00628,123.25,32.03,-3.92E+01,0.0292,,,77.27,,,2705,,,3.4027,0.0237,-0.0237,7360,232,-310,4.008,0.24,-0.16,2.024,0.526,-0.643,287.64722,48.646679,14.206
7238,11092783,K07408.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.15998178,5.10E-05,-5.10E-05,0,,,1.306,6.677,-0.105,3.356,0.437,-0.437,412.4,5.14E+01,-5.14E+01,0.326958,6.67E+00,-1.04E-01,0.01975,1.08056,-0.00697,19.07,0.85,-7.50E-01,0.048,,,64.45,,,574,,,3.03,1.5,-1.5,3900,46,-50,4.727,0.017,-0.022,0.534,0.024,-0.021,295.83051,48.602261,15.949
7239,11124509,K07409.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.446459958,1.79E-06,-1.79E-06,0,,,1.277,0.535,-0.232,2.558,0.017,-0.017,5663.8,3.67E+01,-3.67E+01,0.370753,5.13E-01,-2.08E-01,0.29237,0.08697,-0.03328,36.15,9.28,-3.32E+00,0.0517,,,79.07,,,1030,,,6.74,2,-2,5615,152,-169,4.504,0.06,-0.18,0.893,0.229,-0.082,284.40344,48.70808,14.735
7240,11134079,K07410.01,,CANDIDATE,CANDIDATE,0.451,0,1,0,0,1.260575815,1.17E-07,-1.17E-07,0,,,0.58,0.016,-0.005,2.36064,0.00286,-0.00286,154278,2.91E+02,-2.91E+02,0.383122,2.46E-03,-1.38E-04,1.6796,0.00753,-0.06974,29.91,3.77,-2.72E+00,0.0203,,,83.6,,,1410,,,5.2059,0.0233,-0.0233,5388,160,-144,4.576,0.07,-0.07,0.715,0.09,-0.065,290.01401,48.701832,14.864
7241,11137061,K07411.01,,CANDIDATE,CANDIDATE,0.67,0,0,0,0,1.88912273,2.54E-05,-2.54E-05,0,,,0.477,0.002,-0.467,4.219,0.363,-0.363,60.2,5.20E+00,-5.20E+00,0.007221,4.42E-04,-3.22E-04,0.16019,0.20708,-0.01571,0.59,0.1,-5.00E-02,0.0276,,,81.19,,,1248,,,3.11,1.3,-1.3,5413,160,-144,4.578,0.045,-0.097,0.754,0.122,-0.071,291.61365,48.749451,14.606
7242,11144439,K07412.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.609125246,2.25E-06,-2.25E-06,0,,,0.242,0.256,-0.242,0.655,0.218,-0.218,139.2,1.73E+01,-1.73E+01,0.011036,2.63E-03,-2.88E-03,17.48379,62.422,-17.21305,0.96,0.23,-9.00E-02,0.0135,,,88.02,,,1896,,,7,3.1,-3.1,5595,186,-186,4.581,0.04,-0.16,0.796,0.194,-0.077,295.0618,48.798168,15.64
7243,11147276,K07413.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.566528935,3.03E-07,-3.03E-07,0,,,1.033,0.173,-0.13,3.2593,0.0107,-0.0107,92511,1.97E+02,-1.97E+02,0.502466,1.29E-01,-1.24E-01,0.56499,0.05284,-0.04815,49.66,12.95,-5.98E+00,0.0253,,,75.71,,,1551,,,4.185,0.391,-0.391,5883,158,-175,4.471,0.081,-0.189,0.905,0.236,-0.109,296.14212,48.702141,13.984
7244,11154043,K07414.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,4.52977632,5.88E-05,-5.88E-05,0,,,0.968,0.072,-0.023,26.752,0.825,-0.825,1582.2,4.32E+01,-4.32E+01,0.048667,4.87E-02,-6.78E-03,0.00132,0.0001,-0.00006,12.22,3.85,-3.50E+00,0.0693,,,30.81,,,2264,,,1.1271,0.0854,-0.0854,8912,249,-427,4.05,0.181,-0.165,2.299,0.724,-0.658,298.64676,48.784649,11.991
7245,11182260,K07415.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,1.291964282,1.83E-06,-1.83E-06,0,,,0.461,0.102,-0.377,1.8378,0.0773,-0.0773,28640,7.51E+02,-7.51E+02,0.157434,2.89E-02,-4.44E-03,2.15776,0.9341,-0.34786,10.97,1.03,-1.03E+00,0.0199,,,85.4,,,1249,,,5.75,2.5,-2.5,4995,134,-149,4.624,0.07,-0.04,0.638,0.06,-0.06,287.26074,48.846512,13.238
7246,11187972,K07416.01,,CANDIDATE,CANDIDATE,0.354,0,0,0,0,37.4646974,7.11E-04,-7.11E-04,0,,,0.2,0.259,-0.2,4.954,0.482,-0.482,51.6,6.20E+00,-6.20E+00,0.006627,5.63E-04,-3.42E-04,2.49643,1.08344,-1.34839,0.97,0.28,-2.30E-01,0.2238,,,89.8,,,677,,,57,24.7,-24.7,6266,197,-241,4.209,0.214,-0.175,1.342,0.384,-0.314,290.478,48.854645,12.052
7247,11198723,K07417.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.840305932,4.24E-07,-4.24E-07,0,,,1.094,0.084,-0.13,4.32742,0.00366,-0.00366,124933,5.06E+01,-5.06E+01,0.626114,6.96E-02,-1.04E-01,1.25497,0.05868,-0.08847,62.08,18.12,-6.02E+00,0.0705,,,85.7,,,945,,,14.587,0.682,-0.682,5970,161,-197,4.521,0.05,-0.2,0.908,0.265,-0.088,295.70044,48.834229,15.445
7248,11199725,K07418.01,,FALSE POSITIVE,FALSE POSITIVE,0.337,0,0,1,0,1.032967155,7.77E-06,-7.77E-06,0,,,0.025,0.428,-0.025,1.17,0.256,-0.256,127.3,2.16E+01,-2.16E+01,0.010249,9.81E-04,-1.39E-03,5.66547,20.49858,-4.00727,21.22,1.24,-7.06E+00,0.0287,,,89.79,,,5990,,,6.84,3.1,-3.1,5283,153,-429,2.352,0.032,-0.025,18.959,1.113,-6.307,296.07492,48.8591,12.698
7249,11200773,K07419.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.489550708,4.90E-07,-4.90E-07,0,,,1.185,0.199,-0.105,2.84685,0.00873,-0.00873,29838.9,6.95E+01,-6.95E+01,0.425743,1.63E-01,-1.10E-01,0.49213,0.04038,-0.03337,36.91,9.3,-3.11E+00,0.0341,,,77.42,,,1281,,,5.443,0.447,-0.447,6018,163,-163,4.569,0.044,-0.176,0.794,0.2,-0.067,296.47736,48.85371,13.669
7250,11228612,K07420.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.980479588,1.78E-07,-1.78E-07,0,,,0.479,0.024,-0.012,3.72527,0.00164,-0.00164,375343,1.48E+02,-1.48E+02,0.616794,9.05E-03,-6.90E-03,1.82117,0.05088,-0.01824,70.52,20.81,-1.13E+01,0.0399,,,87.1,,,1370,,,9.492,0.265,-0.265,6065,164,-182,4.377,0.124,-0.186,1.047,0.309,-0.167,282.60721,48.96825,14.647
7251,11232745,K07421.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.81712182,6.67E-07,-6.67E-07,0,,,1.233,0.009,-0.141,2.45699,0.00482,-0.00482,35756.4,7.02E+01,-7.02E+01,0.50044,2.70E-03,-1.26E-01,1.73986,0.14226,-0.09326,43.45,8.68,-3.72E+00,0.0535,,,84.5,,,922,,,12.87,1.1,-1.1,5419,161,-161,4.581,0.032,-0.128,0.795,0.159,-0.068,285.47064,48.927292,15.973
7252,11233911,K07422.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.479948394,8.52E-07,-8.52E-07,0,,,0.67,0.03,-0.015,5.7219,0.0204,-0.0204,150682,5.17E+02,-5.17E+02,0.396857,1.20E-02,-7.68E-03,0.22375,0.0007,-0.00402,35.62,6.76,-3.12E+00,0.034,,,80.76,,,1169,,,4.1744,0.0131,-0.0131,5391,160,-144,4.539,0.051,-0.119,0.822,0.156,-0.072,286.12268,48.923439,14.742
7253,11234677,K07423.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.58742695,1.12E-07,-1.12E-07,0,,,0.718,0.012,-0.002,2.66475,0.00216,-0.00216,76162,1.14E+02,-1.14E+02,0.277757,2.42E-03,-1.41E-03,0.88405,0.005,-0.03335,37.64,12.68,-5.43E+00,0.028,,,81.58,,,1893,,,4.9016,0.0277,-0.0277,6440,144,-192,4.313,0.09,-0.195,1.241,0.418,-0.179,286.61768,48.996811,13.296
7254,11235323,K07424.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.66840482,6.16E-06,-6.16E-06,0,,,0,0.003,0,21.1764,0.0123,-0.0123,352808,2.27E+02,-2.27E+02,0.548107,1.54E-04,-2.24E-04,0.06546,0.0001,-0.00014,42.91,4.79,-4.30E+00,0.1255,,,90,,,555,,,11.0209,0.0168,-0.0168,5260,157,-141,4.56,0.083,-0.06,0.717,0.08,-0.072,287.04657,48.993229,13.486
7255,11240948,K07425.01,,FALSE POSITIVE,FALSE POSITIVE,0.136,0,1,0,0,3.401949837,5.44E-06,-5.44E-06,0,,,0.958,0.003,-0.003,16.5797,0.0899,-0.0899,2477,1.29E+01,-1.29E+01,0.060438,1.18E-03,-1.57E-03,0.00301,0.00002,-0.00003,14.32,2.96,-4.44E+00,0.0493,,,38.63,,,2076,,,1.22571,0.00814,-0.00814,7094,193,-236,3.905,0.277,-0.092,2.17,0.449,-0.673,290.10678,48.903389,12.471
7256,11241560,K07426.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,6.96197304,7.93E-05,-7.93E-05,0,,,0.103,0.355,-0.103,2.806,0.264,-0.264,151.3,2.04E+01,-2.04E+01,0.010933,9.08E-04,-9.37E-04,2.70544,0.59767,-1.66454,0.97,0.1,-1.00E-01,0.0656,,,89.69,,,778,,,19.07,4.2,-4.2,5008,151,-151,4.506,0.093,-0.085,0.814,0.079,-0.087,290.43677,48.983452,15.352
7257,11244571,K07427.01,,CANDIDATE,CANDIDATE,0.851,0,0,0,0,7.8935324,1.91E-04,-1.91E-04,0,,,0.303,0.168,-0.303,3.444,0.602,-0.602,47.6,5.60E+00,-5.60E+00,0.006404,2.90E-04,-5.84E-04,1.44277,0.02302,-1.00645,0.78,0.22,-1.30E-01,0.0775,,,88.97,,,1052,,,16.812,0.268,-0.268,6306,170,-207,4.346,0.108,-0.186,1.109,0.327,-0.176,292.08185,48.96711,13.954
7258,11250867,K07428.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.252822538,1.34E-07,-1.34E-07,0,,,0.621,0.044,-0.012,3.41062,0.00162,-0.00162,269847,9.22E+01,-9.22E+01,0.554622,2.28E-02,-6.89E-03,1.42955,0.00353,-0.02302,57.6,15.02,-8.12E+00,0.0324,,,85.1,,,1462,,,7.2655,0.0179,-0.0179,6116,164,-182,4.431,0.105,-0.18,0.951,0.248,-0.134,294.97415,48.94458,13.387
7259,11251058,K07429.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,2.25284817,2.76E-05,-2.76E-05,0,,,1.043,5.976,-0.043,3.069,0.557,-0.557,60,8.50E+00,-8.50E+00,0.051553,5.98E+00,-3.75E-02,0.0081,1.55441,-0.00247,8.61,1.43,-1.07E+00,0.0371,,,36.39,,,1940,,,1.295,0.647,-0.647,6850,71,-92,4.196,0.08,-0.12,1.53,0.254,-0.191,295.05701,48.976349,13.178
7260,11282568,K07430.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.320499473,5.78E-06,-5.78E-06,0,,,0.15,0.296,-0.15,1.184,0.139,-0.139,204,2.23E+01,-2.23E+01,0.012893,1.12E-03,-6.25E-04,6.80098,3.3035,-3.89134,18.94,3.99,-9.98E+00,0.0349,,,89,,,4477,,,8.56,4.2,-4.2,5172,113,-296,2.693,0.252,-0.147,13.454,2.835,-7.088,282.93994,49.050289,11.466
7261,11285625,K07431.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.39525573,6.81E-06,-6.81E-06,0,,,1,0.207,-0.138,7.8377,0.0568,-0.0568,104242,6.89E+02,-6.89E+02,0.498842,1.62E-01,-1.31E-01,0.13987,0.01706,-0.0089,152.74,27.73,-6.47E+01,0.0716,,,80.4,,,1992,,,5.993,0.731,-0.731,7216,201,-251,3.768,0.392,-0.098,2.804,0.509,-1.187,285.21619,49.08947,10.143
7262,11286311,K07432.01,,CANDIDATE,CANDIDATE,0.635,0,0,0,0,13.1538409,5.27E-04,-5.27E-04,0,,,0.39,0.06,-0.39,11.56,1.1,-1.1,104.6,1.20E+01,-1.20E+01,0.009369,5.45E-04,-7.25E-04,0.05853,0.03918,-0.02257,1.03,0.31,-1.80E-01,0.1033,,,87.25,,,750,,,8.12,2.7,-2.7,5443,164,-164,4.36,0.175,-0.214,1.008,0.3,-0.175,285.63681,49.009109,15.007
7263,11287726,K07433.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.737713268,1.83E-06,-1.83E-06,0,,,0.8,0.193,-0.066,6.384,0.0209,-0.0209,105259,3.14E+02,-3.14E+02,0.372578,1.30E-01,-3.43E-02,0.22155,0.00748,-0.00763,29.25,4.8,-2.23E+00,0.0511,,,82.83,,,882,,,6.406,0.216,-0.216,5335,159,-143,4.624,0.032,-0.097,0.719,0.118,-0.055,286.52194,49.069149,14.176
