,rowid,kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,predicted
719,720,10713616,CANDIDATE,83.5781976,202.45865,0.544,7.2487,631.0,6.63,655.0,43.62,54.9,6056.0,3.7880000000000003,2.562,283.53296,48.094260999999996,13.498,0
735,736,8454250,CANDIDATE,5.082722475,137.26075,0.019,5.9139,1970.0,4.4,1059.0,296.94,95.5,5780.0,4.438,1.0,299.07388,44.431678999999995,12.777000000000001,0
739,740,10928043,CANDIDATE,6.84639884,133.76181,0.9,3.4919,150.0,1.9,1132.0,387.84,36.3,6065.0,4.251,1.31,295.29385,48.374802,13.137,0
740,741,10794087,CANDIDATE,7.64970832,138.33113,0.898,6.625,55.4,1.43,1144.0,404.99,28.5,5855.0,4.125,1.6130000000000002,290.55237,48.126263,11.925999999999998,0
744,745,7287415,CANDIDATE,3.0161820130000003,133.88395,0.732,2.8349,223.0,2.25,1449.0,1044.49,31.9,5611.0,4.144,1.4,293.46902,42.822410999999995,14.878,1
751,752,11599038,CANDIDATE,7.01733571,133.90592,0.581,3.5669999999999997,256.0,1.61,984.0,221.46,15.5,6052.0,4.456,0.9670000000000001,284.84662000000003,49.692402,15.28,0
758,759,8630788,CANDIDATE,148.272013,138.00557,0.883,4.192,1710.0,4.3,321.0,2.51,21.8,5717.0,4.538,0.884,294.10818,44.770699,15.773,0
765,766,6766634,CANDIDATE,321.2124365,206.930556,0.873,4.012,2360.0,7.25,310.0,2.17,81.7,6018.0,4.257,1.286,288.32043,42.261414,13.709000000000001,0
779,780,8678594,CANDIDATE,15.19423359,142.73422,0.9059999999999999,3.1060000000000003,368.0,3.69,893.0,150.25,18.1,5588.0,4.047,1.5930000000000002,287.1749,44.878571,15.12,0
802,803,8813698,CANDIDATE,268.9410974,360.070904,0.765,5.4434,9010.0,13.57,321.0,2.52,120.4,5798.0,4.224,1.306,289.88962000000004,45.005669,14.814,0
806,807,4274548,CANDIDATE,6.80082032,359.17999,0.597,1.9883,700.0,1.88,697.0,55.83,25.5,4805.0,4.633,0.688,294.50842,39.398682,15.238,0
815,816,11336883,CANDIDATE,54.325573999999996,142.236,0.154,9.86,44.2,0.76,545.0,20.85,7.7,6343.0,4.4110000000000005,1.137,283.9368,49.110329,12.32,1
820,821,9705459,CANDIDATE,2.48658617,134.11036399999998,0.079,2.7189,42100.0,24.39,1461.0,1077.69,91.6,5892.0,4.35,1.198,289.80521,46.491710999999995,15.418,1
824,825,8631160,CANDIDATE,162.04795019999997,278.88057299999997,0.6629999999999999,9.8974,4840.0,11.52,437.0,8.65,370.2,6309.0,4.16,1.567,294.2655,44.7943,13.632,0
837,838,9202151,CANDIDATE,1.694740233,355.357543,0.6709999999999999,1.6864,1450.0,2.12,797.0,95.14,92.3,3764.0,4.739,0.527,283.55554,45.614262,15.804,0
845,846,8804283,CANDIDATE,22.79020351,138.68515,0.036000000000000004,5.0394,618.0,2.57,634.0,38.27,47.7,5478.0,4.354,1.053,285.0361,45.071059999999996,14.765999999999998,0
846,847,8804283,CANDIDATE,13.26079792,139.0988,0.22,3.912,199.0,1.47,760.0,78.79,17.6,5478.0,4.354,1.053,285.0361,45.071059999999996,14.765999999999998,0
852,853,4077526,CANDIDATE,4.45814897,134.39743,0.754,2.867,188.0,1.61,1212.0,511.6,14.3,6100.0,4.376,1.083,296.35867,39.115189,14.82,1
854,855,8935810,CANDIDATE,6.230335,181.29566,0.8079999999999999,1.6493,1450.0,3.7,875.0,138.33,31.6,5477.0,4.5569999999999995,0.865,284.20966,45.25808,15.977,0
858,859,9427402,CANDIDATE,6.247030799,356.90972,0.039,1.4848,1500.0,1.89,512.0,16.23,44.8,3821.0,4.763999999999999,0.48700000000000004,299.6777,45.972328000000005,15.369000000000002,0
860,861,3962440,CANDIDATE,700.0029822,249.44205,0.14300000000000002,7.6525,3250.0,6.43,238.0,0.76,60.3,6487.0,4.397,1.1179999999999999,293.61877000000004,39.022572,13.594000000000001,0
861,862,3534076,CANDIDATE,272.0868353,378.13721,0.3629,2.7145,5570.0,5.95,251.0,0.93,21.5,5587.0,4.548,0.7909999999999999,288.31436,38.693290999999995,15.165999999999999,0
873,874,4466677,CANDIDATE,42.0370662,178.25006000000002,0.672,6.282,267.0,1.66,527.0,18.16,14.7,5823.0,4.427,0.96,292.27612,39.550179,14.609000000000002,0
874,875,4466677,CANDIDATE,21.0112068,132.6336,0.853,4.507,164.0,1.4,663.0,45.79,10.2,5823.0,4.427,0.96,292.27612,39.550179,14.609000000000002,1
876,877,9269281,CANDIDATE,5.82348911,354.99602000000004,0.877,2.2441,889.0,3.0,955.0,196.33,38.1,5774.0,4.526,0.8640000000000001,285.96786000000003,45.739071,15.898,0
877,878,9100484,CANDIDATE,8.75059775,358.24233,0.33,2.8288,882.0,2.27,682.0,51.0,28.3,4942.0,4.599,0.779,295.76083,45.457390000000004,15.92,0
891,892,8742590,CANDIDATE,49.4781446,141.82465,0.048,2.4930000000000003,497.0,1.88,462.0,10.73,20.4,5776.0,4.553999999999999,0.8490000000000001,286.96682999999996,44.992489,14.427,0
903,904,9150827,CANDIDATE,14.53410833,145.42643,0.7659999999999999,3.3094,511.0,1.36,420.0,7.34,32.5,3957.0,4.6930000000000005,0.5529999999999999,290.29456,45.564609999999995,14.687999999999999,0
939,940,6631721,CANDIDATE,13.73808249,134.43787,0.9570000000000001,3.3539999999999996,661.0,3.84,912.0,163.52,68.4,6375.0,4.292,1.178,298.18362,42.01313,13.805,0
961,962,10971674,CANDIDATE,2.380862632,135.32521169999998,0.664,4.20416,32600.0,21.65,1480.0,1133.0,2590.6,5821.0,4.297,1.129,289.79077,48.448139000000005,13.802,1
965,966,6719086,CANDIDATE,3.014330766,357.37948,0.01,2.4747,975.0,2.87,1124.0,377.79,57.3,5209.0,4.446000000000001,0.953,298.45953,42.187431,15.673,0
966,967,7376983,CANDIDATE,5.644914153999999,356.73699,0.445,2.2599,1400.0,2.66,744.0,72.38,63.9,4769.0,4.622,0.7140000000000001,295.8255,42.94339,15.505,0
969,970,11026304,CANDIDATE,13.35151248,363.086742,0.573,3.6045,3310.0,4.44,585.0,27.77,107.9,4843.0,4.562,0.754,290.1127,48.577782,15.825,0
970,971,11342550,CANDIDATE,1693.6636230000001,524.27995,0.5283,22.604,9520.0,10.23,157.0,0.14,122.8,5923.0,4.445,1.021,287.65045,49.156052,15.305,1
983,984,7376983,CANDIDATE,8.74292005,358.59286000000003,0.025,2.6277,780.0,1.92,643.0,40.33,30.7,4769.0,4.622,0.7140000000000001,295.8255,42.94339,15.505,0
984,985,7376983,CANDIDATE,3.64830183,355.39128,0.063,1.9985,372.0,1.33,860.0,129.44,19.9,4769.0,4.622,0.7140000000000001,295.8255,42.94339,15.505,0
985,986,7376983,CANDIDATE,2.3458630019999998,354.11185,0.035,1.6795,317.0,1.23,997.0,233.38,19.6,4769.0,4.622,0.7140000000000001,295.8255,42.94339,15.505,0
986,987,6946199,CANDIDATE,37.10114179999999,370.4803,0.41,5.5556,1360.0,3.19,532.0,18.95,55.2,5986.0,4.527,0.85,291.02069,42.46244,15.229000000000001,0
987,988,6946199,CANDIDATE,104.8205868,374.83154,0.9179999999999999,4.4794,3920.0,6.45,376.0,4.74,76.6,5986.0,4.527,0.85,291.02069,42.46244,15.229000000000001,0
1002,1003,10867062,CANDIDATE,34.296636299999996,143.66728,0.711,19.718,697.0,3.29,584.0,27.6,66.7,5490.0,4.263,1.167,294.23007,48.204479,14.965,1
1004,1005,4860678,CANDIDATE,9.97716876,137.2361,0.002,5.9079999999999995,253.0,2.53,1028.0,263.89,21.8,5557.0,4.037,1.6159999999999999,297.79691,39.921371,14.943,0
1009,1010,9836959,CANDIDATE,105.0145774,228.94455,0.9540000000000001,7.426,296.0,2.29,406.0,6.44,33.9,5868.0,4.363,1.042,294.27727999999996,46.675282,12.9,0
1014,1015,9823487,CANDIDATE,16.00460392,140.47981000000001,0.49,3.9475,832.0,2.24,583.0,27.41,34.3,5180.0,4.5969999999999995,0.769,288.23666000000003,46.605919,15.554,0
1028,1029,10015937,CANDIDATE,59.6585348,168.08764,0.956,5.513999999999999,1040.0,3.59,393.0,5.66,21.2,5243.0,4.547,0.831,293.64417000000003,46.989761,15.742,0
1034,1035,11821363,CANDIDATE,8.19596647,136.68736,0.252,2.824,793.0,2.04,672.0,48.2,20.2,4723.0,4.5569999999999995,0.747,295.45715,50.077171,15.857999999999999,0
1053,1054,11820830,CANDIDATE,12.7319385,138.73144,1.278,4.4157,11400.0,70.11,1145.0,405.75,69.9,7238.0,4.221,1.568,295.21661,50.084332,12.087,1
1056,1057,9636135,CANDIDATE,2.42150341,133.83517,0.55,2.965,172.0,1.62,1532.0,1305.04,15.8,6213.0,4.387,1.195,285.0571,46.320679,15.776,1
1058,1059,7841925,CANDIDATE,6.20920207,136.87938,0.272,2.637,102.0,0.89,914.0,164.98,12.1,5440.0,4.438,0.885,297.72427000000005,43.527431,14.48,1
1061,1062,5219234,CANDIDATE,3.20539622,354.63069,0.512,2.1430000000000002,454.0,1.7,1000.0,236.11,20.6,5103.0,4.562,0.787,299.22433,40.343182,15.812000000000001,0
1063,1064,6470149,CANDIDATE,165.73986100000002,214.039466,0.263,24.9393,7340.0,57.54,692.0,54.1,527.8,5019.0,2.99,6.836,298.94815,41.812149,12.263,1
1067,1068,4276716,CANDIDATE,20.6654374,132.01228999999998,0.05,3.1719999999999997,100.0,0.66,487.0,13.35,13.6,4830.0,4.605,0.6759999999999999,294.99023,39.346378,11.759,1
1069,1070,7287683,CANDIDATE,69.8347983,168.78436000000002,0.672,8.262,267.0,3.51,765.0,80.97,46.8,7732.0,4.075,2.022,293.54889,42.888859000000004,12.02,0
1071,1072,8266276,CANDIDATE,2.59488443,132.75658,0.885,1.6840000000000002,592.0,2.36,1014.0,249.92,14.9,4748.0,4.526,0.797,301.4693,44.159649,15.72,0
1085,1086,6543893,CANDIDATE,5.93919041,353.75537,0.107,2.285,425.0,3.7,1357.0,801.92,15.9,6068.0,4.04,1.797,297.58313,41.952431,15.767000000000001,1
1089,1090,4365645,CANDIDATE,4.16787814,135.28333999999998,0.168,2.2136,168.0,1.07,962.0,202.48,32.9,5251.0,4.541,0.847,291.74838,39.44688,13.293,0
1092,1093,7032421,CANDIDATE,20.55848388,133.00401000000002,1.334,1.449,677.0,36.9,624.0,35.76,20.8,5578.0,4.484,0.9359999999999999,291.41832999999997,42.579819,14.792,1
1105,1106,9017682,CANDIDATE,11.30507984,138.13638,0.195,3.989,278.0,1.4,744.0,72.67,19.5,5705.0,4.556,0.8440000000000001,290.25964,45.388409,15.152000000000001,0
1109,1110,10749128,CANDIDATE,9.9824036,133.44855,0.8093,1.09,83.9,1.17,966.0,205.65,5.4,6273.0,4.364,1.139,297.90045,48.0947,13.538,1
1110,1111,11904734,CANDIDATE,12.68173393,132.68251899999998,0.929,1.6866,5880.0,7.25,601.0,30.84,102.8,4976.0,4.577,0.701,286.0528,50.256592,15.302999999999999,0
1115,1116,11870545,CANDIDATE,0.8399614559999999,178.354,0.5479999999999999,1.3008,493.0,1.63,1455.0,1066.37,35.1,4932.0,4.618,0.718,295.08423,50.114609,15.929,1
1120,1121,5376836,CANDIDATE,3.479425638,136.797172,0.612,3.4479,19600.0,12.86,1166.0,435.85,123.3,5907.0,4.519,0.878,295.6713,40.599059999999994,14.040999999999999,0
1123,1124,5031857,CANDIDATE,24.81097206,156.506971,0.039,3.2245,2090.0,4.22,631.0,37.43,123.9,6086.0,4.511,0.9209999999999999,296.84616,40.138611,14.373,0
1124,1125,5031857,CANDIDATE,7.136922,131.75316999999998,0.07200000000000001,2.8005,222.0,1.38,956.0,197.05,23.7,6086.0,4.511,0.9209999999999999,296.84616,40.138611,14.373,0
1128,1129,11046025,CANDIDATE,3.72020708,133.41683999999998,0.341,1.892,157.0,0.99,954.0,195.7,15.0,5017.0,4.516,0.797,298.46578999999997,48.55941,14.293,0
1133,1134,8651389,CANDIDATE,15.13590453,146.58371,0.46,2.2359999999999998,256.0,2.57,933.0,179.16,19.8,6050.0,4.137,1.5719999999999998,299.95721000000003,44.771889,13.964,0
1141,1142,10028792,CANDIDATE,5.83393857,132.63426,0.39799999999999996,4.5813,134.0,1.98,1285.0,642.83,17.6,5597.0,3.963,1.699,297.91687,46.96513,14.6,0
1146,1147,11153121,CANDIDATE,6.33027476,133.86213,0.3288,3.67,89.2,1.02,1046.0,283.31,9.8,5900.0,4.363,1.07,298.29495,48.775459000000005,14.167,1
1147,1148,11177543,CANDIDATE,38.3262237,142.08401,0.963,3.073,392.0,2.43,480.0,12.56,15.0,5229.0,4.441,0.903,284.13263,48.825119,14.31,0
1148,1149,11337141,CANDIDATE,4.04355245,131.62995,0.9840000000000001,1.965,416.0,1.75,613.0,33.34,21.2,3871.0,4.744,0.532,284.13287,49.142609,14.963,0
1149,1150,6705142,CANDIDATE,5.59728249,131.86708000000002,0.473,1.795,1410.0,3.28,930.0,176.53,30.8,5610.0,4.551,0.858,295.43436,42.166321,15.969000000000001,0
1152,1153,4067336,CANDIDATE,10.12742274,135.26504,0.696,1.2762,934.0,3.8,969.0,208.77,19.5,6392.0,4.399,1.162,294.14682,39.12706,15.623,0
1158,1159,6803202,CANDIDATE,21.06075303,143.59983,0.17600000000000002,5.2472,301.0,1.78,669.0,47.39,54.4,5706.0,4.382,1.034,298.17722000000003,42.237041,13.182,0
1161,1162,5299459,CANDIDATE,23.339795600000002,146.3627,0.4757,1.923,125.0,1.23,653.0,43.02,4.5,5671.0,4.36,1.084,297.79514,40.417709,14.072000000000001,1
1169,1170,4471747,CANDIDATE,51.390145200000006,145.3192,0.946,5.995,494.0,3.62,570.0,24.98,15.4,6074.0,4.284,1.2919999999999998,293.62592,39.50631,15.03,0
1181,1182,7939330,CANDIDATE,29.542256599999998,137.57837,0.9590000000000001,13.902000000000001,880.0,3.15,515.0,16.56,39.5,5510.0,4.572,0.8029999999999999,282.43917999999996,43.734482,15.481,1
1183,1184,4918309,CANDIDATE,186.4361811,146.91825,0.9209999999999999,5.774,4350.0,11.32,353.0,3.66,66.5,5393.0,4.132,1.37,290.12857,40.021832,15.402000000000001,0
1187,1188,4650733,CANDIDATE,29.539089699999998,143.91607,0.213,4.138999999999999,403.0,2.51,714.0,61.49,18.8,6572.0,4.365,1.238,290.49316,39.785519,15.110999999999999,0
1188,1189,4830605,CANDIDATE,35.636402200000006,164.17496,0.654,4.888,453.0,1.99,537.0,19.62,15.7,5926.0,4.532,0.887,290.24102999999997,39.96801,15.614,0
1190,1191,12120943,CANDIDATE,8.98128472,354.83042,0.294,5.0397,4920.0,7.19,898.0,153.36,76.6,5977.0,4.473,1.022,296.57153,50.677849,15.703,0
1195,1196,7768451,CANDIDATE,192.667139,162.87962,0.9109999999999999,5.443,1150.0,3.64,283.0,1.52,26.0,5401.0,4.487,0.878,296.6713,43.49839,14.879000000000001,0
1206,1207,4932442,CANDIDATE,5.91393977,137.17182,0.0896,0.562,84.0,1.07,1112.0,361.0,2.8,6194.0,4.415,1.129,294.17107999999996,40.055168,14.042,1
1209,1210,5360920,CANDIDATE,14.62399621,144.45526999999998,1.209,2.193,1080.0,21.92,681.0,50.91,25.0,5753.0,4.57,0.815,291.33718999999996,40.558201000000004,15.789000000000001,1
1213,1214,9512981,CANDIDATE,281.5628889,357.996571,0.0,8.853,21000.0,10.83,214.0,0.49,237.1,4810.0,4.5360000000000005,0.7759999999999999,284.84988,46.13895,15.962,0
1226,1227,5972334,CANDIDATE,2.418406841,132.50558700000002,0.018000000000000002,2.0744,665.0,2.25,1226.0,535.84,69.1,5422.0,4.484,0.887,295.28722999999997,41.221958,14.991,0
1229,1230,5531953,CANDIDATE,6.93910337,138.33927,0.966,2.977,615.0,1.41,445.0,9.28,22.9,3638.0,4.843999999999999,0.42,291.285,40.730049,15.855,0
1234,1235,9480310,CANDIDATE,15.43400996,363.29494,0.7070000000000001,4.2572,1790.0,4.3,721.0,63.79,59.7,5900.0,4.5089999999999995,0.951,297.35233,46.09594,15.703,0
1239,1240,9872292,CANDIDATE,10.19154678,136.69755,0.659,6.165,61.3,1.39,1144.0,404.17,27.6,6212.0,4.0489999999999995,1.6840000000000002,281.46173,46.789894,11.74,0
1241,1242,8081482,CANDIDATE,2.8194533219999998,133.870141,0.532,4.4127,71900.0,29.8,1357.0,803.4,202.0,5767.0,4.33,1.074,284.664,43.98502,14.569,1
1242,1243,5542466,CANDIDATE,12.89006728,201.22988999999998,0.08199999999999999,3.555,603.0,1.93,620.0,34.99,23.6,4915.0,4.512,0.812,294.36487,40.720879,15.674000000000001,0
1244,1245,5542466,CANDIDATE,2.35574505,177.88824,0.5,1.796,267.0,1.34,1093.0,338.4,17.0,4915.0,4.512,0.812,294.36487,40.720879,15.674000000000001,0
1245,1246,5542466,CANDIDATE,4.74666128,134.63783999999998,0.441,2.093,257.0,1.3,865.0,132.4,12.5,4915.0,4.512,0.812,294.36487,40.720879,15.674000000000001,1
1246,1247,10028140,CANDIDATE,19.65639342,140.29936999999998,0.955,3.2260000000000004,843.0,2.83,549.0,21.5,25.5,5288.0,4.613,0.74,297.73984,46.94191,15.372,0
1248,1249,6049190,CANDIDATE,70.468171,189.15822,0.031,6.653,922.0,3.46,511.0,16.17,45.0,6461.0,4.396,1.131,293.87987999999996,41.393822,14.811,0
1254,1255,7499398,CANDIDATE,23.02028478,357.78612400000003,0.794,3.5439999999999996,5080.0,7.58,604.0,31.4,97.2,5613.0,4.496,0.956,280.36023,43.12368,15.573,0
1256,1257,4770365,CANDIDATE,1.609321941,178.94178,0.016,1.6067,729.0,1.57,958.0,199.28,35.3,4224.0,4.662,0.603,297.43039,39.847839,15.937000000000001,0
1257,1258,4770365,CANDIDATE,9.51220046,185.47893,0.133,2.9497,1170.0,1.99,530.0,18.66,31.9,4224.0,4.662,0.603,297.43039,39.847839,15.937000000000001,0
1258,1259,4770365,CANDIDATE,4.72941177,132.93871000000001,0.23600000000000002,2.234,434.0,1.22,669.0,47.3,14.6,4224.0,4.662,0.603,297.43039,39.847839,15.937000000000001,0
1263,1264,4840513,CANDIDATE,2.3792821969999998,133.651365,0.003,3.1729,48400.0,25.74,1571.0,1442.19,538.0,6392.0,4.399,1.162,293.19507000000004,39.90728,15.189,1
1269,1270,5972334,CANDIDATE,0.708621057,133.36565,0.033,1.5041,188.0,1.2,1846.0,2741.07,30.5,5422.0,4.484,0.887,295.28722999999997,41.221958,14.991,1
1271,1272,6696462,CANDIDATE,3.403743926,137.232574,1.075,1.5017,816.0,10.77,1101.0,346.98,59.5,5596.0,4.533,0.853,293.25916,42.126629,14.98,0
1273,1274,7222086,CANDIDATE,2.43902575,133.58473999999998,0.483,1.1598,82.5,2.61,2307.0,6700.04,20.5,6546.0,3.8169999999999997,2.784,297.51907,42.777060999999996,11.040999999999999,1
1274,1275,12406749,CANDIDATE,56.35879870000001,222.31819,0.9059999999999999,6.9270000000000005,2560.0,5.04,419.0,7.29,44.4,5446.0,4.525,0.821,290.85413,51.222809000000005,15.792,0
1276,1277,7811397,CANDIDATE,169.49760849999998,228.99997000000002,0.625,7.77,12200.0,9.06,272.0,1.29,82.8,5270.0,4.592,0.787,287.65396,43.505718,15.917,0
1282,1283,5282049,CANDIDATE,5.9103714179999995,360.28524780000004,0.065,3.88962,17200.0,12.62,1053.0,290.83,990.3,6200.0,4.488,0.958,293.83688,40.41045,15.169,0
1283,1284,5475431,CANDIDATE,0.917568975,133.93241899999998,0.667,2.0654,15800.0,11.92,1748.0,2197.57,128.1,5713.0,4.541,0.893,298.5137,40.639621999999996,14.456,1
1286,1287,5039228,CANDIDATE,7.79668781,134.42081000000002,0.005,4.6699,361.0,2.44,1116.0,366.42,48.5,6521.0,4.352,1.276,298.36884,40.173424,12.681,0
1290,1291,7386827,CANDIDATE,10.418891499999999,137.74971000000002,0.856,3.0069,670.0,3.17,855.0,126.48,42.1,5692.0,4.36,1.064,298.01443,42.957458,14.86,0
1291,1292,7522911,CANDIDATE,20.4998763,131.82068,0.943,6.501,438.0,2.8,731.0,67.67,21.1,6249.0,4.428,1.0759999999999998,290.32651,43.121829999999996,15.442,0
1295,1296,7512982,CANDIDATE,7.00447892,137.89902,0.139,2.6689999999999996,231.0,1.19,754.0,76.26,9.9,4883.0,4.515,0.8079999999999999,286.74188,43.190102,15.887,1
1299,1300,5283458,CANDIDATE,30.69395532,365.665214,0.001,2.9512,18100.0,13.72,614.0,33.69,196.6,6137.0,4.46,1.018,294.2009,40.455959,15.673,1
1306,1307,5474613,CANDIDATE,20.407484600000004,140.1821,0.986,8.839,363.0,2.9,660.0,44.8,24.5,5823.0,4.4719999999999995,0.972,298.37384,40.61842,14.802,0
1310,1311,7750419,CANDIDATE,32.7737631,151.44352,0.971,3.4160000000000004,565.0,5.0,686.0,52.22,21.7,5640.0,4.0760000000000005,1.534,290.88232,43.471759999999996,14.758,0
1320,1321,7984047,CANDIDATE,77.63424586,417.153212,0.113,4.1002,16600.0,9.4,325.0,2.65,185.5,4812.0,4.548,0.755,298.92593,43.750370000000004,15.915,0
1345,1346,9030537,CANDIDATE,62.56138789999999,178.40847,0.8420000000000001,5.907,1370.0,3.54,417.0,7.13,35.0,5662.0,4.56,0.84,294.8161,45.306121999999995,15.5,0
1348,1349,5513648,CANDIDATE,32.85862571,133.51202,0.955,3.1483,163.0,2.31,691.0,53.85,36.4,5899.0,4.135,1.4140000000000001,284.23398,40.794540000000005,10.77,0
1350,1351,7887791,CANDIDATE,2.229326354,133.09423,0.249,1.9946,49.1,0.6,1273.0,621.53,24.6,5587.0,4.525,0.865,290.7037,43.607208,10.687000000000001,0
1354,1355,9634821,CANDIDATE,73.7578875,183.72348,0.7140000000000001,2.69,1840.0,4.28,375.0,4.66,20.2,5029.0,4.428999999999999,0.93,284.34274,46.316551000000004,15.213,0
1355,1356,9634821,CANDIDATE,8.56267266,355.13518,0.335,1.53,608.0,2.26,768.0,82.22,15.2,5029.0,4.428999999999999,0.93,284.34274,46.316551000000004,15.213,0
1360,1361,11601584,CANDIDATE,34.20578508,148.8050925,0.319,5.1691,183.0,1.1,471.0,11.67,11.6,5191.0,4.53,0.826,286.47147,49.649021000000005,14.122,1
1361,1362,11601584,CANDIDATE,13.97945055,142.33829,0.924,1.2325,356.0,1.97,635.0,38.44,17.1,5191.0,4.53,0.826,286.47147,49.649021000000005,14.122,0
1367,1368,5695524,CANDIDATE,59.7711433,148.96886,0.899,4.843,575.0,3.17,522.0,17.53,38.5,6214.0,4.382,1.122,288.57443,40.988659000000006,13.952,0
1369,1370,7948784,CANDIDATE,10.08744556,135.13582,0.9209999999999999,2.9884,568.0,3.15,942.0,186.14,39.9,6310.0,4.417,1.095,287.36127,43.738781,15.079,0
1370,1371,9244756,CANDIDATE,16.34355902,145.04116000000002,0.716,5.474,829.0,3.26,730.0,67.34,34.0,5730.0,4.394,1.056,300.41751,45.605518,15.017000000000001,0
1377,1378,8804845,CANDIDATE,5.42586901,135.86588999999998,0.1,2.5342,259.0,1.48,973.0,211.66,26.1,5594.0,4.489,0.934,285.38742,45.049049,14.305,0
1378,1379,10480915,CANDIDATE,19.58561177,132.36472,0.9640000000000001,1.755,533.0,3.09,666.0,46.51,27.1,5618.0,4.401,0.996,295.79218,47.600101,14.18,0
1388,1389,3629967,CANDIDATE,85.65424759999999,155.12346000000002,0.012,6.8660000000000005,476.0,3.56,522.0,17.51,36.6,5818.0,4.065,1.6469999999999998,286.40231,38.738541,13.34,0
1390,1391,11253711,CANDIDATE,17.79108667,149.25343999999998,0.654,2.662,414.0,2.88,830.0,112.09,39.8,5855.0,4.148,1.34,296.08975,48.955372,13.8,0
1394,1395,9111849,CANDIDATE,63.073224100000004,191.2532,0.746,5.397,671.0,17.8,1077.0,317.78,30.0,6234.0,3.2089999999999996,6.354,298.75018,45.4664,13.089,1
1396,1397,3448130,CANDIDATE,78.54611059999999,144.06871,0.044000000000000004,8.689,659.0,3.55,501.0,14.85,35.6,5808.0,4.172,1.3969999999999998,292.5878,38.52203,14.087,0
1407,1408,11773328,CANDIDATE,8.710442022,134.614376,0.935,0.9425,1200.0,3.61,760.0,78.75,42.6,5416.0,4.575,0.809,296.62347,49.979172,14.815999999999999,0
1409,1410,7289577,CANDIDATE,109.4450597,197.9832,0.149,3.792,1270.0,3.04,340.0,3.14,30.1,5403.0,4.5,0.868,294.08392000000003,42.809589,14.937000000000001,0
1422,1423,7779077,CANDIDATE,16.84183355,137.99443,0.688,2.6194,822.0,3.08,699.0,56.43,23.6,5602.0,4.404,1.0090000000000001,299.25031,43.410439000000004,14.306,0
1433,1434,6862721,CANDIDATE,4.88753111,132.70783,0.147,2.0340000000000003,680.0,2.45,1003.0,239.11,17.4,5568.0,4.499,0.9570000000000001,291.71146,42.341499,15.767999999999999,0
1435,1436,9279354,CANDIDATE,2.8001112669999997,132.04865,0.8059999999999999,1.0237,707.0,2.13,956.0,197.81,33.5,4786.0,4.579,0.7040000000000001,291.22433,45.778090999999996,15.229000000000001,0
1440,1441,5080636,CANDIDATE,6.35585682,137.49837,0.912,1.55,177.0,0.86,503.0,15.1,9.2,3706.0,4.747,0.522,285.01309,40.220749,14.404000000000002,1
1442,1443,3338885,CANDIDATE,5.05821338,135.70245400000002,1.004,1.1320000000000001,748.0,10.69,1168.0,439.8,43.2,4883.0,3.972,1.6669999999999998,290.54855,38.495281,14.437999999999999,0
1450,1451,10094670,CANDIDATE,22.064020000000003,148.9199,0.941,4.1,389.0,2.67,712.0,60.81,31.5,6232.0,4.4319999999999995,1.09,298.49329,47.013039,13.698,0
1451,1452,8142942,CANDIDATE,5.756245244,133.903421,0.888,1.071,624.0,2.24,773.0,84.16,45.5,4931.0,4.605,0.7340000000000001,280.92612,44.087928999999995,13.708,0
1457,1458,3248501,CANDIDATE,4.22464216,133.09108,0.9129999999999999,1.403,987.0,4.31,1279.0,631.55,7.7,6343.0,4.408,1.14,294.69772,38.364159,15.341,1
1476,1477,10134152,CANDIDATE,39.3135699,154.93767,0.006,5.0137,500.0,2.07,540.0,20.04,33.8,6060.0,4.5089999999999995,0.925,289.06433,47.11742,14.475999999999999,0
1482,1483,11570749,CANDIDATE,46.2991052,155.80223,0.025,5.2481,855.0,4.33,592.0,29.04,55.0,5396.0,4.035,1.507,297.07861,49.502078999999995,14.082,0
1483,1484,11297236,CANDIDATE,88.6440015,145.47193000000001,0.7240000000000001,7.82,626.0,2.51,391.0,5.51,57.6,5661.0,4.471,0.934,292.0134,49.019119,13.748,0
